Index,NAME,GALAXY,RADIUS,COLOR,DISTANCE_FROM_EARTH,LIKELIHOOD_OF_LIFE,NUM_SURR_PLANETS,TYPE_OF_STAR
3793,Neke cudi,Jesi radi,8.32960956543607,#81C6CF,4085596582.389874,65.59175661362448,16,Supergiant
3796,Faxi quwe,Xusa jexa,47.77000254939179,#03BB40,732796781.1092383,50.42880437272632,10,Giant
3803,Yaqu zucu,Gewe kicu,20.711766434564417,#73C5B3,12357610795.824314,64.17616695643522,10,Giant
3805,Nori nuxo,Povi curi,13.343443362013925,#C65AA0,2801065412.3197975,29.59102963215282,19,White Dwarf
3806,Miku juso,Rune yija,16.33364164583055,#050770,12051325019.11453,65.05040256198473,18,Giant
3807,Dota nike,Boro diga,42.42877319635285,#91A573,2109522245.9689069,12.282731905473042,15,Main Sequence
3808,Kupu cini,Yixo xija,30.621798454513193,#A600EC,7054104585.608653,46.48307979975329,2,Giant
3811,Doyu cewo,Seli yami,38.59355299370461,#807978,4562252791.43829,74.19121615077184,7,Supergiant
3821,Tigi poru,Cufu pisi,13.763225890361257,#E2D844,3853580309.3951664,40.068704780733796,10,Supergiant
3825,Pivi fequ,Juso yovi,44.42561140380584,#3D63EB,2064787829.443498,85.48028146460467,3,Neutron
3826,Nefi doxu,Xuzo giye,29.268269493408948,#113D68,7221756175.6279,35.07464024939962,15,White Dwarf
3838,Puku xasa,Vapo miqa,19.306953081640582,#997C9D,12520370336.746899,6.139074691845014,7,White Dwarf
3843,Yumu yuwe,Yixa wuru,49.528266259489484,#22A29E,2406136586.6240253,67.20459440185988,19,White Dwarf
3849,Wuco voxu,Piji zaro,14.245371491747328,#BC0061,6570670766.053907,58.5202608460883,9,Giant
3854,Wimu puse,Levi rihi,44.306141219578016,#9D0284,12462240324.83383,37.549272594835706,3,Supergiant
3859,Joco sefe,Nova hevu,7.418562157602672,#56B206,117846466.03524046,53.672966565859014,6,Supergiant
3864,Voho lihi,Hawi moxi,6.5851535102422885,#F6BE8C,11774408303.07687,20.921108341111548,9,Supergiant
3868,Pupi zoba,Foqi hafe,49.169574786139144,#B8C5D5,11090538351.215996,88.17968239920381,17,Red Dwarf
3871,Yese haga,Xupe jifa,29.84845500267172,#6B0DA7,2695687271.147365,72.62359816098858,19,Neutron
3877,Rika pumu,Yocu sujo,39.057440788988075,#74CA29,12835299515.795786,50.09491451090761,18,Supergiant
3886,Gufa rino,Pelu hayu,30.059088706710256,#CDA62B,126875829.02218783,12.545496039559346,10,Giant
3890,Zici yosi,Nenu japi,10.729933345351615,#EC9046,3397192599.1732807,43.86426910992268,1,Red Dwarf
3895,Vuxe gisa,Qiyi joxo,30.880453430671377,#FC9847,926860937.3857204,67.74430776555981,10,Main Sequence
3896,Lixi cosu,Vixi vumi,37.43311554300477,#E3334E,7724724242.811731,54.67634659807796,8,Neutron
3898,Demo cifo,Xene sevo,44.26458176118993,#2140EE,12569841020.32879,30.81099749862455,4,Giant
3907,Dedu gopi,Guye hehe,41.98177222959021,#C1478E,3853439302.788258,42.854050174660365,10,Giant
3912,Wizo quru,Nuju diko,33.82460453478312,#40DEE5,7903319201.90551,0.05357917042250193,15,Supergiant
3913,Nidu doxo,Cuwi pojo,39.317866175244056,#1ACE90,6643059631.259073,56.638835057805245,15,Main Sequence
3914,Futo hibu,Yuse yota,13.20211507666575,#881EC6,7789207688.552482,95.20167261375244,7,White Dwarf
3916,Roti mihi,Jine heki,39.15897975939397,#44A490,11295508923.60722,10.368681810352143,10,Neutron
3918,Guha gobi,Wuru mile,9.772832028548645,#7462BE,12472180442.176813,20.64287985117861,18,Supergiant
3929,Badi quro,Tohu seto,5.5281696577601815,#D6A5AF,8322058872.049586,80.9298773780441,5,Neutron
3933,Mola nicu,Suca tamu,40.89794881779246,#5A0B59,5539092419.6429825,60.40075869924901,15,White Dwarf
3934,Nate fada,Bovo xida,5.764726703236471,#D9F56B,2347323228.291889,7.429443321696583,7,Neutron
3936,Fiki bodo,Sohi tuba,45.03681800296312,#D20C47,1062638913.9650403,59.525214535119865,12,Supergiant
3938,Cisu zeci,Rufa wofi,14.464449443375951,#8B4F30,6235907210.501925,63.91944597614723,2,Giant
3940,Quma juqa,Nusa woqe,30.734013431355763,#F31AC4,1235667280.5202022,1.8986555499849622,2,Red Dwarf
3941,Juyo sate,Bohi quti,0.8434485841790849,#7A61FB,6726245359.578538,19.722463567338778,13,Supergiant
3954,Taho bata,Yada wace,22.5966725604674,#EF2F2D,910626560.3028377,13.783299141656736,8,Red Dwarf
3956,Hume fame,Babe heyu,37.731186544622915,#4CD7B2,5068468349.293883,17.69616568122907,19,Red Dwarf
3957,Mave peve,Daqo ludu,2.7457805446278014,#69EACD,10311789084.2309,28.217367074928358,10,Giant
3960,Jaga vore,Kovu jije,25.610965679922955,#51EECA,11911212259.948647,74.42021726669023,3,Red Dwarf
3962,Dayo jali,Qaco timi,9.593979239461515,#338801,7493983849.838505,72.75268222100266,12,Neutron
3963,Xemo zofu,Kubo wone,26.527457901831905,#B2083D,1735456464.1616473,68.6371609941824,7,White Dwarf
3974,Noyi nero,Duja sifu,13.105540404061545,#FAFF46,5301237210.562963,39.350290157250335,2,Main Sequence
3975,Qodu copu,Qipu yoco,33.90620566815472,#FA12C6,7633392405.632939,86.9355556250939,17,Main Sequence
3978,Xiha tati,Tatu tima,28.130003435179443,#2257C5,10301759195.690887,5.345182828151529,8,Neutron
3980,Wacu gini,Xape huzi,18.74827232802066,#54915E,3251196555.445482,38.964822765413764,16,Supergiant
3985,Juju tavo,Misi qifo,12.790580367910703,#C2E296,4459126033.630027,21.2650318040003,12,Red Dwarf
3987,Ciji kare,Raqe miga,40.645254446175294,#221918,6799635236.319472,39.894191943783305,1,Giant
3989,Vivo sofo,Sule yidi,40.03978007581219,#21848E,277449571.20166504,84.48317275854858,10,Supergiant
3990,Joho noxo,Koqe kugu,6.355729257537361,#141EBE,4717217585.768848,4.277401052763641,5,Main Sequence
3999,Joti bake,Jali yeca,49.59639405689551,#80891F,6936415772.172447,65.59281739702058,10,Supergiant
4018,Vaxa xacu,Zene jizi,17.5482211992764,#48FE67,9440700856.254324,7.2663830159497955,12,Neutron
4019,Hube vola,Baku diri,2.7057885953477934,#B857BA,5707011173.159444,10.145191891399763,1,White Dwarf
4020,Wure nufa,Pewe woha,8.174942570526415,#8762C8,6284737550.802024,43.25948092901155,8,White Dwarf
4021,Voye qene,Yeca maya,14.921408567160032,#6C7BA1,710194901.8895626,70.04178958482632,11,Giant
4025,Pita foci,Jefe loru,26.206428887222653,#6118D3,33640314.769467026,1.7235366390682905,16,White Dwarf
4034,Gufu nura,Pofa nufi,4.109526843036241,#FA84C0,7518255044.759688,5.303210743581122,5,Main Sequence
4045,Rada cowu,Qeni qefa,22.188826319447852,#5918B6,3889981483.0316267,78.72527058322099,9,Supergiant
4048,Veku vaje,Raya hero,15.484999082180225,#AE0EE2,7860201028.777959,18.83990181190195,12,Red Dwarf
4056,Viyi xije,Zuva wiku,47.543802832805035,#D95B40,5569395860.864427,88.85552768396333,18,Red Dwarf
4070,Mamu mebo,Kemo wosi,43.48849039111172,#30F2F2,68723117.66292739,31.78369290211097,7,Supergiant
4073,Vuma xuvi,Yaco qohu,49.1852956233352,#FD8C5F,5334538631.513726,48.64893775589717,18,White Dwarf
4078,Hoxi heci,Ququ yuki,49.47760314846012,#2D3695,7620330989.86709,37.89525705767636,6,Supergiant
4088,Yuce yete,Gaze jaxi,6.601602645951763,#6F3F46,7444115103.77251,14.968760123618752,2,Red Dwarf
4091,Nabe jinu,Lusu velo,23.03859020646698,#34DE7F,8123157949.215085,26.20981630753233,12,Main Sequence
4100,Roqo docu,Sako dazo,8.17405663113593,#FAD0AB,9565184782.497778,30.85419770215333,9,Giant
4107,Loze fuyo,Towe roxo,27.825585286454338,#225C86,1812974906.0094018,54.280460573381404,18,Main Sequence
4116,Wenu bija,Bure cose,31.618025524618492,#5AE31A,8008250105.251963,59.98239681525304,7,Main Sequence
4117,Nata dezo,Fugu suzi,13.906838057839954,#1306C7,5238598335.05093,29.404008367008515,3,Red Dwarf
4118,Yaho gohu,Neco jilo,32.186623080741825,#EFA956,8399806494.98429,82.19693101623503,7,Red Dwarf
4120,Leda gusa,Fayi laqi,7.088988871369938,#A0413F,10021343029.001375,38.534731490981486,13,Red Dwarf
4123,Sufa kawe,Sixu goqa,7.591461449343379,#7E3229,11798649881.786144,71.87263082026627,8,Neutron
4125,Yika tihe,Pagu suxa,3.232567281238873,#84AE53,10545737504.177921,38.64750255196917,15,Neutron
4127,Dalu yoni,Rimi leko,34.01946132539531,#1039BC,12119009290.627508,35.00890079233697,3,Main Sequence
4131,Gubi dowo,Lofa gesu,22.000368338703762,#DD2D05,2453130140.7041636,17.941814956714495,0,Main Sequence
4135,Veni guvi,Zafe yuya,4.651142068180239,#2AA710,11542415923.663025,17.268345010055963,13,Red Dwarf
4136,Capo mane,Deja vame,48.801173666320075,#A29644,5571300788.867056,90.91844750758106,4,Main Sequence
4142,Jaya bene,Jiru kepi,5.653417339321572,#5B58DE,1748413201.5052948,50.00635720950242,5,Red Dwarf
4154,Nocu leku,Texa rayi,29.17374967715502,#9EDC91,2814334635.8204737,42.324550077622135,1,Supergiant
4156,Wuzi hoke,Weda lape,21.90172133592478,#5C81FF,2984340612.4824085,37.82940310856732,9,White Dwarf
4168,Ruho toca,Ruli dege,8.055038861236255,#00D506,3036223501.6972814,72.62160428792876,10,Supergiant
4172,Teja vono,Quqa hesu,30.98514146049504,#E4A564,11911624432.174543,50.12044878364037,18,Main Sequence
4182,Mabo javo,Naha wobi,19.37614143394122,#AF31CA,6623052225.336606,93.54672284722888,19,Main Sequence
4185,Xinu pude,Qule boba,12.604662026174005,#AEC526,2442634765.384181,2.3597905147212717,12,Giant
4187,Dini woyi,Qesu nama,36.033237546701905,#A3AC64,5860806553.857632,25.09722595365741,4,White Dwarf
4188,Pejo dige,Tema tugo,25.626186663198165,#EC774E,3467354816.0875244,86.85678971183054,0,Giant
4196,Mubi tehu,Kizi linu,21.065450968149488,#801523,2533120453.509276,10.565297577763321,12,Supergiant
4212,Fuve bubi,Niva lero,13.861593674672582,#D48830,5053139797.317791,33.222002024655275,13,Main Sequence
4213,Talu vure,Jima yeta,46.081515118521,#2EF21F,9503536653.05162,90.91080446684227,8,Giant
4215,Quda rasu,Poce zova,5.739286610304984,#533063,3455315337.7229266,29.4859163050886,5,Neutron
4216,Lugu zexi,Qike cayu,36.8232916618051,#329ACD,12480646824.99793,95.52424637266446,15,Main Sequence
4220,Ware yiso,Gaqi tiwu,35.7081940382191,#B69A6A,2173531787.2589774,53.38869763890983,0,Red Dwarf
4227,Webo vexu,Kuvi noju,14.65607142362127,#4881A9,9906344463.851753,24.483369484020145,6,Giant
4235,Qovi diwu,Vuda wame,13.88625015193231,#AB4B92,950635826.1184145,50.84791651213417,6,Supergiant
4238,Xata giqa,Duwo hexa,34.94866347262777,#BCC4E1,10714600688.56687,77.18055690143635,2,Giant
4239,Zenu rilo,Doka xaza,7.691231881992792,#056EB7,1523625481.3500361,68.7537358168322,1,White Dwarf
4248,Diwo desu,Safa gulo,13.161553610254588,#C3E3EF,7686303339.885929,1.999743461817649,10,White Dwarf
4255,Xefe wojo,Yiva wuci,43.92233229333229,#9E8E6C,9634655362.516329,9.957783968534283,4,Red Dwarf
4257,Wime yefo,Kedu moci,2.988528018616524,#11F28C,8809577859.577799,93.39412284147942,18,White Dwarf
4261,Nohi sajo,Tugo rabu,9.699917753955457,#50A908,1343625788.0955303,58.352732829113954,15,White Dwarf
4262,Coti faxu,Radi nola,19.1535988281813,#BBA82C,12976660239.397333,41.10867724838997,16,Supergiant
4265,Kibo sufu,Bebu naqo,9.011129073291658,#DE448E,5662396756.233319,39.671341668746166,15,White Dwarf
4271,Woci javi,Vehe kowe,24.771034350283056,#DB3775,2925228934.9888077,85.08096761899152,2,Giant
4274,Vuti leke,Gede mavo,33.983176619635216,#6EEA9E,12797629474.107761,88.06184541948521,9,Supergiant
4276,Line gewu,Visa nucu,39.90265886233686,#31503A,11227093758.209763,91.53784701941007,8,Neutron
4279,Joda daji,Gumi jeho,49.12702424607375,#4722A8,9572362565.783651,48.388494014458736,8,Red Dwarf
4288,Safe voxe,Qiro pacu,5.125218469495843,#3175D8,6154898439.35603,52.849986638092794,15,Red Dwarf
4290,Fofu mate,Ducu tese,14.307978284428136,#CE2029,4070988201.0588627,16.426361412819045,5,Red Dwarf
4293,Wiyu pene,Rumi xove,47.003301519361955,#E0EB23,9090801401.376694,34.62232309227266,9,White Dwarf
4305,Tiwi wene,Ligi wuli,6.281871598734461,#8297A5,240868269.43590656,28.512050625214158,0,White Dwarf
4306,Wape vivu,Siye quyo,32.453695546871174,#CF40A5,6043796510.274928,88.71968662858697,1,Supergiant
4311,Zuse vima,Wase vico,46.78252414732194,#49E137,5353355884.357834,85.73711730747785,11,Main Sequence
4317,Vayi rizu,Yigo bitu,25.489080671544215,#959334,12841029845.8165,73.84807987853138,0,Red Dwarf
4318,Reqa kixo,Nexe kigo,45.71548935510786,#878F4A,3836340455.955765,75.63361182932866,5,White Dwarf
4320,Pifa kajo,Xaho dobo,16.144452468386937,#BF2FD7,844167398.7128819,38.48241346341591,0,White Dwarf
4340,Niqu yara,Maqu tapa,49.92832212290275,#DB9CE4,5458082330.232313,94.4248993176147,15,Neutron
4344,Fezo zuro,Roga nuca,10.5354583910175,#5FC366,12286926311.479548,6.877319906772506,12,Main Sequence
4346,Waze yeqe,Hika vifa,26.247444374055643,#41753E,5689667439.724538,77.28291116802161,11,Giant
4353,Dimo casi,Sari mewu,14.257029295364687,#2B2681,8505795088.786047,49.911898329570484,1,Main Sequence
4358,Nemu ribe,Wico huci,34.139179284379644,#9E87C0,9615757087.318636,20.187735987129308,3,White Dwarf
4368,Voke fefa,Sopa roqi,11.384675166146282,#F5AAC4,12032833038.035923,10.34976012902914,16,Giant
4373,Qoxu xuce,Gali dibo,11.846506932716538,#46B019,7497795338.4092245,6.9742018656824945,6,Red Dwarf
4374,Toni koga,Tuza dahi,27.50632785140469,#723DA7,9387273014.122215,50.356547080711266,9,Main Sequence
4379,Vahu civu,Gare cale,15.171248256867843,#9AFFB0,411514661.98669404,30.199017081409817,13,Giant
4380,Wuvo xilo,Bahi tube,18.088967855994404,#A99E3B,6943000554.00998,64.79218913867832,11,Supergiant
4382,Tuqo hasa,Rubu wahu,30.15493068556956,#151CB5,5562391431.128641,23.625301658949116,9,Red Dwarf
4383,Jecu qaqa,Quwa weme,29.009714879623314,#D70F80,1509806841.4065301,60.152477309237796,17,White Dwarf
4385,Bavi rame,Nowe foqu,49.07668265707664,#EBE0DD,1125236756.0299475,78.39261385981953,16,Red Dwarf
4388,Ruse visi,Pili wuxa,5.077550049408632,#4C64CF,5902253814.788913,99.2555084067501,0,Giant
4391,Zohi dadu,Jova sofe,5.883195812635166,#0EA5AE,6041601147.465908,39.71673328482708,15,Neutron
4392,Qufo vuju,Tufu cuta,42.32376890488405,#03CC3D,3118307994.329965,74.41278192839927,8,Main Sequence
4394,Nuwo luhe,Cova gare,14.742659620355228,#313987,9755206007.574848,57.38353372227192,3,Giant
4397,Kode qofo,Mecu yave,43.74045812458932,#7119F1,3277782772.373793,35.14914336844633,9,Main Sequence
4405,Zeki kovo,Nuho fozo,15.240830767011843,#5C6C4C,7457327686.813184,34.027040021690624,10,Supergiant
4414,Wogo xisi,Yoyo wuku,29.69568904452552,#61BF6D,11759381413.928051,90.46556745781942,19,Red Dwarf
4418,Maye qeqa,Duya yuxa,18.883865672121953,#8995EA,4900835260.09459,89.4933239203355,14,Supergiant
4419,Wadu hami,Life yoro,29.287832788854338,#3FAA2D,6429537140.912772,13.893708922944759,18,Supergiant
4428,Gala xaco,Joza kico,25.166027458439125,#B6D9CD,11124345413.577574,49.83761670915461,3,Giant
4434,Bugi nera,Muco veli,36.235976779737655,#D7D76F,2184502767.741443,31.146565358655877,19,Giant
4437,Dawu xapa,Tire qafi,8.421599147625678,#297E90,10636057879.550673,47.462341298656874,2,Neutron
4441,Kexe mepe,Fiqe hiye,38.3812716236814,#1DB31C,11885240194.458721,4.413840119919643,9,Red Dwarf
4442,Dupe reco,Leyu xowu,39.230279219208434,#E78853,4205846725.9227004,63.33119498476149,10,Red Dwarf
4444,Viza cexa,Lahu wolu,30.402021780869813,#0B4E5E,1126276893.5256972,14.784464051916624,15,Red Dwarf
4445,Xuro mapo,Fasi duco,18.89438550271359,#A4B19D,11218364487.278648,15.186942271516212,19,Main Sequence
4447,Zage yoga,Pixi hehe,4.841570083589272,#DCF5BD,10658035208.439331,84.13631656597265,10,Main Sequence
4451,Zihi xiye,Qoda rolo,5.147173587935452,#03DF2E,6218809718.091435,12.244977426858373,9,Neutron
4453,Zahi yipi,Duka yusu,23.02607980487674,#13D4B8,7944696282.224343,30.788045776689753,5,Supergiant
4457,Yoge kuco,Mepi dike,31.40124252692187,#482970,12937511034.160633,9.49045654073526,5,Supergiant
4458,Vexi gave,Pipo xoga,22.259466859853077,#09A612,1594704344.3718865,72.64136399058614,5,Red Dwarf
4464,Lebi mete,Fazi zone,2.3058127121770804,#4674DD,7602322108.421496,82.3001620271063,6,Red Dwarf
4467,Dogi komi,Jagi webi,6.446159066312813,#F92770,7474325940.082735,82.34014777784621,12,White Dwarf
4469,Ruso wiho,Qoso rumu,17.589211376393774,#9B34FB,7335601101.729344,71.82546985230704,4,Main Sequence
4472,Joto tusa,Judu bibu,6.91318436950903,#2B4120,4941358702.997438,69.38950621944743,19,Neutron
4473,Ronu lube,Zuwo xiyi,33.34891071380764,#412D16,4905009543.691779,55.990120202290214,11,Red Dwarf
4485,Feka luwa,Suxi gise,43.5183391371218,#F5656E,9781441018.056398,13.143667302237416,12,Neutron
4487,Guqe nezi,Japi dola,1.3924854352134748,#CD9171,2369779273.674188,9.116928021787862,11,Red Dwarf
4488,Kedu joye,Zapu vute,27.687025863625035,#4B75A6,1432747941.8041065,58.72210244170757,14,Main Sequence
4492,Nito bige,Boti jiji,1.090775845884386,#7B8326,1309443149.671324,3.411453703513878,11,Red Dwarf
4494,Nowe puxa,Funo pazu,40.5610700254147,#A4E3D3,8412499325.126246,1.8829663415777298,2,Supergiant
4500,Faki toqi,Rotu gaso,23.779706688220426,#6C8563,12767721592.399593,54.86623390603875,0,Red Dwarf
4510,Gohe wemi,Xoyi copi,27.30475555262055,#EA63FB,6259073736.089451,55.574493004208634,9,Supergiant
4511,Peku sino,Vuso caxu,11.678895207199735,#3A586D,11655708180.778568,69.33150725411623,17,Giant
4512,Juxu xico,Wavu weyo,17.69759785750527,#08786C,6860600343.7415495,85.43636810565506,10,Red Dwarf
4525,Vuwu xuba,Ceya zoqi,9.054978072214514,#37C521,1834404397.2448761,19.79834479410667,0,Giant
4530,Mefi yado,Mavu hago,41.92263905984357,#2BF4C9,2173019537.6325226,76.78703692298984,6,Giant
4536,Qiyo sosi,Foso luce,7.448623579537285,#0160EA,10697206741.066145,97.83184360000087,15,Neutron
4537,Laju mejo,Wuba rivu,49.361607583073905,#3BAD2D,10244438851.692245,10.494494128552812,6,White Dwarf
4539,Locu yiho,Kiki mixe,24.757844242908885,#10F5E7,7433575446.649639,48.534557245738675,11,Main Sequence
4551,Yoro bogu,Nubi jube,44.759637612845026,#F9CACB,9152948036.033804,52.26367481541712,8,White Dwarf
4558,Sehu riti,Tuti fare,15.719014573176555,#D536D9,4158685447.3460846,43.06244872771904,19,Main Sequence
4561,Wani noni,Lica rohi,32.916925242110544,#B9D5C1,2002135102.5760276,43.209821910358414,3,Neutron
4563,Viwo mobo,Medo cube,26.38066800682032,#0D040B,8627652853.426819,23.246633844627095,7,Main Sequence
4565,Fide kisu,Siwa lafa,44.528088447596794,#BDB21B,6425441438.002272,43.16887317500472,19,Red Dwarf
4573,Togu bame,Dapi yihu,46.98802936747868,#EB10FF,10942193070.223017,16.243608786769848,17,Giant
4584,Poli qehe,Mori doxi,33.157682730109805,#6E5194,8674967894.239874,63.447665864595706,9,Supergiant
4586,Gufo zega,Duri teve,6.872161010051307,#A83721,7105674109.128131,31.691108397529476,8,Main Sequence
4589,Coga deka,Nawo saqi,32.11025094904379,#CCE948,2787889949.8623133,84.29856619872004,10,Main Sequence
4592,Yawu jare,Jamu hiqe,19.977590774346645,#1161EE,8096037919.852643,69.08060266376802,2,Giant
4593,Gapa luzu,Kofa nune,8.259948440811057,#6DA8A5,11085740911.20657,4.764977336819898,1,Neutron
4598,Ziku dima,Xobu wupu,5.40176888022761,#201A13,11842218628.151464,51.26953538063393,10,Neutron
4599,Qoya vuki,Hodi huda,41.7671749668806,#73629F,7389853324.7498045,78.23911887345791,18,Supergiant
4607,Tuho zatu,Hece kome,25.712739804365977,#EFF04C,11639053137.813309,95.86802283854044,7,Main Sequence
4609,Kotu wofo,Koza hiti,49.61285391971535,#35A35B,6067214925.4238615,82.42794138391731,1,Neutron
4610,Bira ruwo,Sizu balu,48.389140907990665,#B28E52,3227432010.014456,77.55063420893138,1,Supergiant
4612,Cagi quhi,Zane coyo,30.299238199158854,#EB0874,6805194795.982218,10.880379082312153,11,Main Sequence
4613,Gime jija,Vepi nedi,20.744927641611884,#8402C3,11075935178.082626,14.239857104783615,13,Red Dwarf
4616,Saho xoru,Veyu biha,10.537817532311141,#C87238,2194269442.4008884,1.195465997323053,3,Giant
4625,Fexo nowa,Ciha kobe,29.014330697305358,#51C685,586287657.3112402,26.403228662649603,1,Main Sequence
4630,Zixa bixu,Tisu godo,6.784505464431531,#4964CC,435988592.718209,74.71645389274617,4,Red Dwarf
4631,Nise pege,Taho jije,15.019411202784596,#7A02BF,2229800225.2392592,74.58297109432046,0,Neutron
4633,Yuyo tatu,Bewu muhi,21.101592656273333,#F35B07,11381603740.183208,94.49635905665176,1,Giant
4638,Joro faje,Xewi buca,4.821846758760475,#AA2B1F,9013344743.768812,21.268658344344516,0,Neutron
4641,Foje yafu,Duzo xaja,10.147964710471419,#7E1047,7263543169.38957,28.762948815606592,3,White Dwarf
4643,Fuja fayo,Poko juya,12.318320290462031,#4F9B89,12035811252.457283,1.0803245323008248,5,Red Dwarf
4650,Fudo duju,Yilu kogu,28.720258070164714,#E7B0AE,359823181.92914957,88.51929448349628,14,Main Sequence
4651,Teqo peqe,Seha suza,19.997705254784403,#443DC1,1740960917.434058,23.32464175217732,7,Giant
4653,Xati jaca,Topa rayi,43.59876667803297,#E3C91C,716762524.4391142,42.6317425359505,2,Supergiant
4654,Faxu hugi,Keqa cazo,47.870293257100315,#E2BB67,10722544011.375477,67.79682316752563,13,Red Dwarf
4658,Leyo loye,Kiha tapu,8.382908821055615,#0F4C68,4992786406.474078,18.074582639045023,3,Supergiant
4663,Quba wuye,Dube biya,5.2489972489116345,#E6D87E,10844150166.113808,91.29092036690575,8,Red Dwarf
4665,Wubo qefo,Pixi keza,35.11633106574621,#285CA3,5510885278.004435,90.34112382632266,5,White Dwarf
4669,Gema biwi,Nafo neva,32.873281691924504,#DADEE6,12517696196.389877,50.354657224091326,12,Main Sequence
4678,Xiqu yuvu,Yefe geni,16.082565944244752,#E200BA,8332408101.619881,9.16962631274979,0,White Dwarf
4680,Heco volo,Remi zuni,11.064353835212401,#1E7BEC,12188531639.094244,77.0961057077424,6,Neutron
4682,Joco heya,Yoga cule,39.09910294164145,#2B56BD,7986644267.241895,42.945361868627366,17,Giant
4684,Jabi nora,Sosa suqa,4.180516124302777,#A495D5,11236241903.96924,39.5606854606318,4,Red Dwarf
4686,Wofi feju,Buli heba,24.451530025215718,#96D3C9,6021960203.167572,76.65727016802256,18,Red Dwarf
4688,Yovi piye,Naha naqu,13.971980084646805,#3A333D,383189330.88287723,0.042134863039910986,1,Supergiant
4692,Xaho puji,Pexi goqu,10.162848667367657,#F747C6,4253948219.3011346,28.660475801730854,2,Neutron
4701,Dasu zifu,Hata gisu,33.14026046538952,#2808BE,5363657042.572189,67.71250068130257,10,Giant
4702,Kare wute,Soza fise,35.884943045692395,#563AF6,1349344711.013518,56.94029059559139,16,Giant
4705,Mini kaxu,Viba luca,2.223862955046122,#004B2D,467936844.8959958,79.13592794046733,0,Neutron
4708,Hotu qibu,Riko riwu,24.438511410012424,#4780B0,8490031020.853896,91.72349350104538,14,Supergiant
4713,Zewo lasa,Xuyi towi,25.20209162938181,#E4277C,405094071.8539225,12.813637990135451,1,Main Sequence
4715,Yeyu wova,Dedi japu,40.218408070298906,#106AA4,3888294325.8725514,36.53111562808581,1,Supergiant
4718,Bixo bore,Kigi jepu,11.128555097101751,#47B42E,5273443987.423652,17.917027696309663,10,Giant
4721,Velo sole,Kunu xubi,0.5278056561708655,#0C3E42,11949793228.954063,95.84854664816471,3,White Dwarf
4722,Masa xozi,Lomu viti,33.457230977159476,#EEF2AB,8611037881.068172,76.19420911130581,6,White Dwarf
4723,Goku todi,Tohi lake,36.15692568686765,#E18200,7290839939.907203,31.656712928155706,3,Neutron
4724,Nobo tupi,Ropi wami,42.98270342263216,#B12290,8768337046.675632,79.23992498929184,0,Neutron
4727,Poga yeve,Wupi wuka,13.787017756341196,#A655A2,8541545802.632577,58.101994870815574,19,Main Sequence
4733,Yuhi gonu,Jike cahe,47.19712142104119,#FE5962,8046003288.880316,60.959096856258135,14,Main Sequence
4734,Tiri yoyu,Tasi benu,2.648584953072467,#F9F1CC,6472502782.482126,80.97791088493987,1,Supergiant
4758,Tako lagu,Yova yina,44.23069837163722,#98247E,6094066427.336388,38.55110096565129,9,Giant
4761,Dile wese,Kafu yopi,3.953617024552036,#F3C264,7998409745.605904,78.17411908921783,17,Supergiant
4762,Luse yutu,Tula kecu,24.87227389396047,#B0D4E5,11623193175.255829,16.324982347681637,9,Red Dwarf
4766,Xola rebi,Jexo zeja,33.87488250472014,#E76233,1134481767.9971817,26.322236176250225,1,Supergiant
4768,Tahu nequ,Yoze timi,49.75338825470835,#6AE949,12318423033.885462,41.502100026220056,4,White Dwarf
4770,Qaye koho,Veya quso,38.02702261497824,#405AA9,6640127045.12308,52.535065607794266,18,Supergiant
4771,Cehi zuto,Rafa juvo,42.08578121675511,#DC516B,4564579306.260741,76.35078893877095,3,Supergiant
4773,Fivo hiha,Sabi yumu,46.04881100112844,#0D286C,130719435.44244541,62.91024094808424,14,Main Sequence
4777,Bupu levo,Meja duba,33.26181614355501,#05C6C9,5197812740.974653,14.615401174624465,12,Main Sequence
4783,Duqi weta,Cidu wone,9.230467381793492,#E860BA,5450849954.866111,11.666318234297924,13,Giant
4803,Kere wese,Buwi goxa,19.016971606713476,#7E53B6,826430696.0038185,66.3943083862528,13,Supergiant
4805,Duqu febo,Fana suqi,46.541457812934325,#908ABD,2397727576.488111,53.76606489061484,10,Supergiant
4813,Piti vuti,Zibu kuki,40.276005254436704,#96F6FD,2050732101.4629028,93.2588156894771,3,Giant
4817,Jewa xonu,Zehu fude,14.323033065705339,#85A6A6,2193316433.1348786,38.5020365493726,1,Giant
4819,Ciwo xesi,Kuco tuwi,12.629171421882363,#275C02,5721492542.490763,89.89466572391702,0,Supergiant
4823,Towa neqi,Gopo cuye,14.192143749510288,#76DBD8,5754306269.619794,64.83474431344779,4,Red Dwarf
4824,Xefo xebo,Qeqo nowu,1.5717491317252128,#59A69F,382459543.3081988,67.56635924864507,1,Red Dwarf
4826,Jita dehu,Xuzu hido,2.805491062904519,#284ED6,7211610473.596754,30.66295983071583,7,Red Dwarf
4827,Yecu yeja,Zire nuyu,16.61475333747665,#C41FBE,5913247243.201594,20.118884569932682,11,Neutron
4829,Geti cida,Zexu fuxe,42.029910532717594,#418BF4,1031981644.7441814,24.917575150661484,9,Main Sequence
4830,Guji qura,Neci gafa,38.023065718943315,#6C5E65,2389843927.075271,79.246497237692,11,Supergiant
